Date,WeekStart,DayName,DayOfWeekNumber,Hour24,IntervalLabel,DateHourKey,Channel,Requests,Resolved,Abandoned,ExpiredDeclined,TotalHandleSeconds,AHTSeconds,AWTSeconds,SLPercent
2022-12-05,2022-12-05,Monday,1,8,08:00,2022-12-05 08:00,Chat,28.0,27.0,1.0,3.0,19152.0,684.0,306.0,0.41
2022-12-05,2022-12-05,Monday,1,9,09:00,2022-12-05 09:00,Chat,36.0,34.0,2.0,3.0,34488.0,958.0,408.0,0.21
2022-12-05,2022-12-05,Monday,1,10,10:00,2022-12-05 10:00,Chat,40.0,36.0,4.0,3.0,29720.0,743.0,314.0,0.39
2022-12-05,2022-12-05,Monday,1,11,11:00,2022-12-05 11:00,Chat,60.0,59.0,1.0,3.0,41460.0,691.0,76.0,0.64
2022-12-05,2022-12-05,Monday,1,12,12:00,2022-12-05 12:00,Chat,46.0,45.0,1.0,5.0,37168.0,808.0,151.0,0.42
2022-12-05,2022-12-05,Monday,1,13,13:00,2022-12-05 13:00,Chat,51.0,44.0,7.0,3.0,40953.0,803.0,431.0,0.23
2022-12-05,2022-12-05,Monday,1,14,14:00,2022-12-05 14:00,Chat,46.0,45.0,1.0,2.0,40710.0,885.0,519.0,0.13
2022-12-05,2022-12-05,Monday,1,15,15:00,2022-12-05 15:00,Chat,33.0,33.0,0.0,2.0,33759.0,1023.0,37.0,0.85
2022-12-05,2022-12-05,Monday,1,16,16:00,2022-12-05 16:00,Chat,29.0,29.0,0.0,5.0,20445.0,705.0,23.0,0.83
2022-12-05,2022-12-05,Monday,1,17,17:00,2022-12-05 17:00,Chat,1.0,1.0,0.0,0.0,1320.0,1320.0,5.0,1.0
2022-12-06,2022-12-05,Tuesday,2,8,08:00,2022-12-06 08:00,Chat,13.0,13.0,0.0,4.0,10920.0,840.0,44.0,0.62
2022-12-06,2022-12-05,Tuesday,2,9,09:00,2022-12-06 09:00,Chat,29.0,29.0,0.0,2.0,22620.0,780.0,182.0,0.62
2022-12-06,2022-12-05,Tuesday,2,10,10:00,2022-12-06 10:00,Chat,40.0,38.0,2.0,1.0,39120.0,978.0,147.0,0.5
2022-12-06,2022-12-05,Tuesday,2,11,11:00,2022-12-06 11:00,Chat,37.0,37.0,0.0,4.0,29378.0,794.0,23.0,0.84
2022-12-06,2022-12-05,Tuesday,2,12,12:00,2022-12-06 12:00,Chat,41.0,41.0,0.0,1.0,31160.0,760.0,7.0,0.98
2022-12-06,2022-12-05,Tuesday,2,13,13:00,2022-12-06 13:00,Chat,29.0,29.0,0.0,0.0,27405.0,945.0,11.0,0.97
2022-12-06,2022-12-05,Tuesday,2,14,14:00,2022-12-06 14:00,Chat,23.0,23.0,0.0,0.0,20861.0,907.0,26.0,0.91
2022-12-06,2022-12-05,Tuesday,2,15,15:00,2022-12-06 15:00,Chat,39.0,39.0,0.0,7.0,33345.0,855.0,168.0,0.56
2022-12-06,2022-12-05,Tuesday,2,16,16:00,2022-12-06 16:00,Chat,29.0,29.0,0.0,0.0,22736.0,784.0,115.0,0.72
2022-12-07,2022-12-05,Wednesday,3,8,08:00,2022-12-07 08:00,Chat,15.0,14.0,1.0,0.0,11700.0,780.0,203.0,0.5
2022-12-07,2022-12-05,Wednesday,3,9,09:00,2022-12-07 09:00,Chat,16.0,16.0,0.0,3.0,19440.0,1215.0,18.0,0.81
2022-12-07,2022-12-05,Wednesday,3,10,10:00,2022-12-07 10:00,Chat,34.0,34.0,0.0,7.0,26690.0,785.0,89.0,0.56
2022-12-07,2022-12-05,Wednesday,3,11,11:00,2022-12-07 11:00,Chat,31.0,31.0,0.0,2.0,31837.0,1027.0,13.0,0.94
2022-12-07,2022-12-05,Wednesday,3,12,12:00,2022-12-07 12:00,Chat,40.0,40.0,0.0,5.0,34800.0,870.0,44.0,0.75
2022-12-07,2022-12-05,Wednesday,3,13,13:00,2022-12-07 13:00,Chat,40.0,39.0,0.0,5.0,33440.0,836.0,16.0,0.92
2022-12-07,2022-12-05,Wednesday,3,14,14:00,2022-12-07 14:00,Chat,35.0,35.0,0.0,3.0,31290.0,894.0,12.0,0.94
2022-12-07,2022-12-05,Wednesday,3,15,15:00,2022-12-07 15:00,Chat,32.0,32.0,0.0,6.0,26624.0,832.0,54.0,0.75
2022-12-07,2022-12-05,Wednesday,3,16,16:00,2022-12-07 16:00,Chat,14.0,14.0,0.0,3.0,15050.0,1075.0,19.0,0.79
2022-12-08,2022-12-05,Thursday,4,8,08:00,2022-12-08 08:00,Chat,14.0,14.0,0.0,2.0,13188.0,942.0,33.0,0.79
2022-12-08,2022-12-05,Thursday,4,9,09:00,2022-12-08 09:00,Chat,28.0,27.0,1.0,5.0,31416.0,1122.0,195.0,0.44
2022-12-08,2022-12-05,Thursday,4,10,10:00,2022-12-08 10:00,Chat,27.0,27.0,0.0,3.0,26217.0,971.0,75.0,0.7
2022-12-08,2022-12-05,Thursday,4,11,11:00,2022-12-08 11:00,Chat,41.0,41.0,0.0,4.0,42025.0,1025.0,15.0,0.93
2022-12-08,2022-12-05,Thursday,4,12,12:00,2022-12-08 12:00,Chat,21.0,21.0,0.0,0.0,17262.0,822.0,13.0,0.95
2022-12-08,2022-12-05,Thursday,4,13,13:00,2022-12-08 13:00,Chat,36.0,36.0,0.0,2.0,34920.0,970.0,20.0,0.89
2022-12-08,2022-12-05,Thursday,4,14,14:00,2022-12-08 14:00,Chat,28.0,28.0,0.0,2.0,23212.0,829.0,11.0,0.93
2022-12-08,2022-12-05,Thursday,4,15,15:00,2022-12-08 15:00,Chat,24.0,24.0,0.0,0.0,21240.0,885.0,6.0,1.0
2022-12-08,2022-12-05,Thursday,4,16,16:00,2022-12-08 16:00,Chat,23.0,23.0,0.0,5.0,24840.0,1080.0,22.0,0.78
2022-12-09,2022-12-05,Friday,5,8,08:00,2022-12-09 08:00,Chat,20.0,20.0,0.0,1.0,20760.0,1038.0,11.0,0.95
2022-12-09,2022-12-05,Friday,5,9,09:00,2022-12-09 09:00,Chat,33.0,33.0,0.0,1.0,21813.0,661.0,8.0,0.97
2022-12-09,2022-12-05,Friday,5,10,10:00,2022-12-09 10:00,Chat,33.0,32.0,0.0,4.0,25113.0,761.0,11.0,0.91
2022-12-09,2022-12-05,Friday,5,11,11:00,2022-12-09 11:00,Chat,36.0,36.0,0.0,7.0,36396.0,1011.0,14.0,0.86
2022-12-09,2022-12-05,Friday,5,12,12:00,2022-12-09 12:00,Chat,36.0,36.0,0.0,1.0,31248.0,868.0,32.0,0.89
2022-12-09,2022-12-05,Friday,5,13,13:00,2022-12-09 13:00,Chat,37.0,37.0,0.0,5.0,28416.0,768.0,22.0,0.84
2022-12-09,2022-12-05,Friday,5,14,14:00,2022-12-09 14:00,Chat,25.0,25.0,0.0,3.0,28900.0,1156.0,11.0,0.92
2022-12-09,2022-12-05,Friday,5,15,15:00,2022-12-09 15:00,Chat,29.0,29.0,0.0,3.0,26912.0,928.0,9.0,0.93
2022-12-09,2022-12-05,Friday,5,16,16:00,2022-12-09 16:00,Chat,23.0,23.0,0.0,2.0,19435.0,845.0,8.0,1.0
2022-12-12,2022-12-12,Monday,1,8,08:00,2022-12-12 08:00,Chat,16.0,16.0,0.0,2.0,13728.0,858.0,11.0,0.94
2022-12-12,2022-12-12,Monday,1,9,09:00,2022-12-12 09:00,Chat,34.0,34.0,0.0,4.0,32198.0,947.0,14.0,0.88
2022-12-12,2022-12-12,Monday,1,10,10:00,2022-12-12 10:00,Chat,37.0,37.0,0.0,4.0,30599.0,827.0,15.0,0.89
2022-12-12,2022-12-12,Monday,1,11,11:00,2022-12-12 11:00,Chat,32.0,31.0,1.0,14.0,26176.0,818.0,37.0,0.55
2022-12-12,2022-12-12,Monday,1,12,12:00,2022-12-12 12:00,Chat,38.0,38.0,0.0,10.0,36290.0,955.0,126.0,0.55
2022-12-12,2022-12-12,Monday,1,13,13:00,2022-12-12 13:00,Chat,45.0,43.0,2.0,7.0,34020.0,756.0,468.0,0.16
2022-12-12,2022-12-12,Monday,1,14,14:00,2022-12-12 14:00,Chat,43.0,43.0,0.0,1.0,47128.0,1096.0,31.0,0.77
2022-12-12,2022-12-12,Monday,1,15,15:00,2022-12-12 15:00,Chat,35.0,35.0,0.0,5.0,33460.0,956.0,37.0,0.8
2022-12-12,2022-12-12,Monday,1,16,16:00,2022-12-12 16:00,Chat,23.0,23.0,0.0,2.0,15341.0,667.0,13.0,0.91
2022-12-12,2022-12-12,Monday,1,17,17:00,2022-12-12 17:00,Chat,1.0,1.0,0.0,0.0,1320.0,1320.0,5.0,1.0
2022-12-13,2022-12-12,Tuesday,2,8,08:00,2022-12-13 08:00,Chat,10.0,10.0,0.0,2.0,6540.0,654.0,21.0,0.8
2022-12-13,2022-12-12,Tuesday,2,9,09:00,2022-12-13 09:00,Chat,20.0,20.0,0.0,4.0,16260.0,813.0,21.0,0.85
2022-12-13,2022-12-12,Tuesday,2,10,10:00,2022-12-13 10:00,Chat,30.0,30.0,0.0,2.0,22260.0,742.0,13.0,0.93
2022-12-13,2022-12-12,Tuesday,2,11,11:00,2022-12-13 11:00,Chat,26.0,26.0,0.0,1.0,25896.0,996.0,8.0,0.96
2022-12-13,2022-12-12,Tuesday,2,12,12:00,2022-12-13 12:00,Chat,42.0,42.0,0.0,1.0,39984.0,952.0,8.0,0.98
2022-12-13,2022-12-12,Tuesday,2,13,13:00,2022-12-13 13:00,Chat,23.0,23.0,0.0,2.0,23460.0,1020.0,13.0,0.91
2022-12-13,2022-12-12,Tuesday,2,14,14:00,2022-12-13 14:00,Chat,18.0,18.0,0.0,3.0,14814.0,823.0,14.0,0.89
2022-12-13,2022-12-12,Tuesday,2,15,15:00,2022-12-13 15:00,Chat,19.0,19.0,0.0,1.0,23693.0,1247.0,6.0,1.0
2022-12-13,2022-12-12,Tuesday,2,16,16:00,2022-12-13 16:00,Chat,20.0,20.0,0.0,2.0,19980.0,999.0,173.0,0.75
2022-12-14,2022-12-12,Wednesday,3,8,08:00,2022-12-14 08:00,Chat,20.0,20.0,0.0,0.0,18120.0,906.0,53.0,0.7
2022-12-14,2022-12-12,Wednesday,3,9,09:00,2022-12-14 09:00,Chat,19.0,19.0,0.0,3.0,18886.0,994.0,9.0,0.95
2022-12-14,2022-12-12,Wednesday,3,10,10:00,2022-12-14 10:00,Chat,36.0,36.0,0.0,2.0,33480.0,930.0,10.0,0.94
2022-12-14,2022-12-12,Wednesday,3,11,11:00,2022-12-14 11:00,Chat,31.0,31.0,0.0,2.0,27094.0,874.0,11.0,0.94
2022-12-14,2022-12-12,Wednesday,3,12,12:00,2022-12-14 12:00,Chat,41.0,41.0,0.0,4.0,40016.0,976.0,10.0,0.93
2022-12-14,2022-12-12,Wednesday,3,13,13:00,2022-12-14 13:00,Chat,39.0,39.0,0.0,5.0,31356.0,804.0,15.0,0.87
2022-12-14,2022-12-12,Wednesday,3,14,14:00,2022-12-14 14:00,Chat,31.0,31.0,0.0,2.0,26505.0,855.0,11.0,0.94
2022-12-14,2022-12-12,Wednesday,3,15,15:00,2022-12-14 15:00,Chat,31.0,31.0,0.0,1.0,24273.0,783.0,8.0,0.97
2022-12-14,2022-12-12,Wednesday,3,16,16:00,2022-12-14 16:00,Chat,18.0,18.0,0.0,1.0,18108.0,1006.0,9.0,0.94
2022-12-14,2022-12-12,Wednesday,3,17,17:00,2022-12-14 17:00,Chat,1.0,1.0,0.0,0.0,540.0,540.0,5.0,1.0
2022-12-15,2022-12-12,Thursday,4,8,08:00,2022-12-15 08:00,Chat,19.0,17.0,1.0,4.0,11115.0,585.0,33.0,0.76
2022-12-15,2022-12-12,Thursday,4,9,09:00,2022-12-15 09:00,Chat,27.0,27.0,0.0,3.0,18171.0,673.0,86.0,0.74
2022-12-15,2022-12-12,Thursday,4,10,10:00,2022-12-15 10:00,Chat,30.0,30.0,0.0,6.0,30060.0,1002.0,117.0,0.57
2022-12-15,2022-12-12,Thursday,4,11,11:00,2022-12-15 11:00,Chat,30.0,30.0,0.0,4.0,30240.0,1008.0,20.0,0.83
2022-12-15,2022-12-12,Thursday,4,12,12:00,2022-12-15 12:00,Chat,52.0,52.0,0.0,3.0,37492.0,721.0,11.0,0.92
2022-12-15,2022-12-12,Thursday,4,13,13:00,2022-12-15 13:00,Chat,38.0,38.0,0.0,4.0,104994.0,2763.0,13.0,0.95
2022-12-15,2022-12-12,Thursday,4,14,14:00,2022-12-15 14:00,Chat,35.0,35.0,0.0,2.0,33355.0,953.0,161.0,0.66
2022-12-15,2022-12-12,Thursday,4,15,15:00,2022-12-15 15:00,Chat,26.0,18.0,8.0,3.0,16796.0,646.0,642.0,0.22
2022-12-15,2022-12-12,Thursday,4,16,16:00,2022-12-15 16:00,Chat,27.0,13.0,14.0,0.0,34506.0,1278.0,824.0,0.23
2022-12-16,2022-12-12,Friday,5,8,08:00,2022-12-16 08:00,Chat,14.0,14.0,0.0,1.0,11928.0,852.0,11.0,0.93
2022-12-16,2022-12-12,Friday,5,9,09:00,2022-12-16 09:00,Chat,20.0,20.0,0.0,0.0,19800.0,990.0,9.0,1.0
2022-12-16,2022-12-12,Friday,5,10,10:00,2022-12-16 10:00,Chat,35.0,33.0,2.0,3.0,31815.0,909.0,148.0,0.48
2022-12-16,2022-12-12,Friday,5,11,11:00,2022-12-16 11:00,Chat,29.0,29.0,0.0,1.0,26448.0,912.0,21.0,0.9
2022-12-16,2022-12-12,Friday,5,12,12:00,2022-12-16 12:00,Chat,42.0,42.0,0.0,3.0,34524.0,822.0,10.0,0.95
2022-12-16,2022-12-12,Friday,5,13,13:00,2022-12-16 13:00,Chat,43.0,43.0,0.0,2.0,32336.0,752.0,11.0,0.93
2022-12-16,2022-12-12,Friday,5,14,14:00,2022-12-16 14:00,Chat,28.0,28.0,0.0,4.0,21476.0,767.0,16.0,0.86
2022-12-16,2022-12-12,Friday,5,15,15:00,2022-12-16 15:00,Chat,28.0,28.0,0.0,2.0,30996.0,1107.0,12.0,0.93
2022-12-16,2022-12-12,Friday,5,16,16:00,2022-12-16 16:00,Chat,23.0,23.0,0.0,2.0,15111.0,657.0,6.0,1.0
2022-12-19,2022-12-19,Monday,1,8,08:00,2022-12-19 08:00,Chat,10.0,10.0,0.0,0.0,12360.0,1236.0,6.0,1.0
2022-12-19,2022-12-19,Monday,1,9,09:00,2022-12-19 09:00,Chat,21.0,21.0,0.0,1.0,24948.0,1188.0,42.0,0.81
2022-12-19,2022-12-19,Monday,1,10,10:00,2022-12-19 10:00,Chat,36.0,36.0,0.0,1.0,30636.0,851.0,7.0,0.97
2022-12-19,2022-12-19,Monday,1,11,11:00,2022-12-19 11:00,Chat,32.0,32.0,0.0,2.0,30880.0,965.0,11.0,0.94
2022-12-19,2022-12-19,Monday,1,12,12:00,2022-12-19 12:00,Chat,54.0,53.0,1.0,1.0,57186.0,1059.0,29.0,0.87
2022-12-19,2022-12-19,Monday,1,13,13:00,2022-12-19 13:00,Chat,31.0,31.0,0.0,0.0,32798.0,1058.0,5.0,1.0
2022-12-19,2022-12-19,Monday,1,14,14:00,2022-12-19 14:00,Chat,27.0,27.0,0.0,3.0,26082.0,966.0,14.0,0.89
2022-12-19,2022-12-19,Monday,1,15,15:00,2022-12-19 15:00,Chat,27.0,27.0,0.0,0.0,26676.0,988.0,7.0,1.0
2022-12-19,2022-12-19,Monday,1,16,16:00,2022-12-19 16:00,Chat,18.0,18.0,0.0,1.0,18414.0,1023.0,16.0,0.94
2022-12-20,2022-12-19,Tuesday,2,8,08:00,2022-12-20 08:00,Chat,11.0,11.0,0.0,2.0,8459.0,769.0,15.0,0.82
2022-12-20,2022-12-19,Tuesday,2,9,09:00,2022-12-20 09:00,Chat,22.0,22.0,0.0,4.0,23980.0,1090.0,62.0,0.68
2022-12-20,2022-12-19,Tuesday,2,10,10:00,2022-12-20 10:00,Chat,47.0,47.0,0.0,3.0,43757.0,931.0,9.0,0.94
2022-12-20,2022-12-19,Tuesday,2,11,11:00,2022-12-20 11:00,Chat,34.0,34.0,0.0,2.0,30396.0,894.0,8.0,0.94
2022-12-20,2022-12-19,Tuesday,2,12,12:00,2022-12-20 12:00,Chat,33.0,33.0,0.0,2.0,30525.0,925.0,8.0,0.97
2022-12-20,2022-12-19,Tuesday,2,13,13:00,2022-12-20 13:00,Chat,30.0,30.0,0.0,0.0,21240.0,708.0,5.0,1.0
2022-12-20,2022-12-19,Tuesday,2,14,14:00,2022-12-20 14:00,Chat,50.0,47.0,3.0,3.0,47350.0,947.0,304.0,0.57
2022-12-20,2022-12-19,Tuesday,2,15,15:00,2022-12-20 15:00,Chat,33.0,33.0,0.0,1.0,24222.0,734.0,253.0,0.36
2022-12-20,2022-12-19,Tuesday,2,16,16:00,2022-12-20 16:00,Chat,28.0,27.0,0.0,1.0,23744.0,848.0,7.0,0.96
2022-12-21,2022-12-19,Wednesday,3,8,08:00,2022-12-21 08:00,Chat,12.0,11.0,1.0,0.0,8040.0,670.0,229.0,0.55
2022-12-21,2022-12-19,Wednesday,3,9,09:00,2022-12-21 09:00,Chat,31.0,31.0,0.0,1.0,32612.0,1052.0,7.0,0.97
2022-12-21,2022-12-19,Wednesday,3,10,10:00,2022-12-21 10:00,Chat,24.0,24.0,0.0,1.0,23040.0,960.0,10.0,0.96
2022-12-21,2022-12-19,Wednesday,3,11,11:00,2022-12-21 11:00,Chat,32.0,32.0,0.0,4.0,31712.0,991.0,13.0,0.88
2022-12-21,2022-12-19,Wednesday,3,12,12:00,2022-12-21 12:00,Chat,26.0,26.0,0.0,3.0,22958.0,883.0,11.0,0.92
2022-12-21,2022-12-19,Wednesday,3,13,13:00,2022-12-21 13:00,Chat,29.0,28.0,0.0,3.0,24650.0,850.0,10.0,0.93
2022-12-21,2022-12-19,Wednesday,3,14,14:00,2022-12-21 14:00,Chat,31.0,31.0,0.0,1.0,29512.0,952.0,8.0,0.97
2022-12-21,2022-12-19,Wednesday,3,15,15:00,2022-12-21 15:00,Chat,31.0,31.0,0.0,1.0,25668.0,828.0,8.0,0.97
2022-12-21,2022-12-19,Wednesday,3,16,16:00,2022-12-21 16:00,Chat,18.0,18.0,0.0,1.0,18954.0,1053.0,9.0,0.94
2022-12-22,2022-12-19,Thursday,4,8,08:00,2022-12-22 08:00,Chat,17.0,17.0,0.0,2.0,16915.0,995.0,12.0,0.88
2022-12-22,2022-12-19,Thursday,4,9,09:00,2022-12-22 09:00,Chat,21.0,21.0,0.0,0.0,14805.0,705.0,55.0,0.95
2022-12-22,2022-12-19,Thursday,4,10,10:00,2022-12-22 10:00,Chat,28.0,28.0,0.0,0.0,36120.0,1290.0,6.0,1.0
2022-12-22,2022-12-19,Thursday,4,11,11:00,2022-12-22 11:00,Chat,33.0,33.0,0.0,0.0,31251.0,947.0,5.0,1.0
2022-12-22,2022-12-19,Thursday,4,12,12:00,2022-12-22 12:00,Chat,24.0,24.0,0.0,0.0,22848.0,952.0,5.0,1.0
2022-12-22,2022-12-19,Thursday,4,13,13:00,2022-12-22 13:00,Chat,30.0,30.0,0.0,1.0,22620.0,754.0,8.0,0.97
2022-12-22,2022-12-19,Thursday,4,14,14:00,2022-12-22 14:00,Chat,25.0,25.0,0.0,1.0,24700.0,988.0,7.0,0.96
2022-12-22,2022-12-19,Thursday,4,15,15:00,2022-12-22 15:00,Chat,29.0,29.0,0.0,0.0,23693.0,817.0,5.0,1.0
2022-12-22,2022-12-19,Thursday,4,16,16:00,2022-12-22 16:00,Chat,28.0,28.0,0.0,1.0,23940.0,855.0,8.0,0.96
2022-12-23,2022-12-19,Friday,5,8,08:00,2022-12-23 08:00,Chat,12.0,12.0,0.0,4.0,15060.0,1255.0,22.0,0.75
2022-12-23,2022-12-19,Friday,5,9,09:00,2022-12-23 09:00,Chat,20.0,20.0,0.0,1.0,20160.0,1008.0,8.0,1.0
2022-12-23,2022-12-19,Friday,5,10,10:00,2022-12-23 10:00,Chat,25.0,25.0,0.0,2.0,20700.0,828.0,10.0,0.92
2022-12-23,2022-12-19,Friday,5,11,11:00,2022-12-23 11:00,Chat,34.0,34.0,0.0,2.0,28968.0,852.0,9.0,0.94
2022-12-23,2022-12-19,Friday,5,12,12:00,2022-12-23 12:00,Chat,38.0,38.0,0.0,1.0,34884.0,918.0,7.0,0.97
2022-12-23,2022-12-19,Friday,5,13,13:00,2022-12-23 13:00,Chat,21.0,21.0,0.0,0.0,14091.0,671.0,7.0,1.0
2022-12-23,2022-12-19,Friday,5,14,14:00,2022-12-23 14:00,Chat,18.0,18.0,0.0,1.0,16848.0,936.0,9.0,0.94
2022-12-23,2022-12-19,Friday,5,15,15:00,2022-12-23 15:00,Chat,28.0,28.0,0.0,7.0,23100.0,825.0,109.0,0.68
2022-12-23,2022-12-19,Friday,5,16,16:00,2022-12-23 16:00,Chat,14.0,14.0,0.0,2.0,14280.0,1020.0,13.0,0.86
2022-12-27,2022-12-26,Tuesday,2,8,08:00,2022-12-27 08:00,Chat,15.0,14.0,1.0,0.0,10275.0,685.0,9.0,1.0
2022-12-27,2022-12-26,Tuesday,2,9,09:00,2022-12-27 09:00,Chat,30.0,30.0,0.0,5.0,25560.0,852.0,161.0,0.5
2022-12-27,2022-12-26,Tuesday,2,10,10:00,2022-12-27 10:00,Chat,42.0,42.0,0.0,7.0,36582.0,871.0,155.0,0.48
2022-12-27,2022-12-26,Tuesday,2,11,11:00,2022-12-27 11:00,Chat,45.0,45.0,0.0,2.0,36945.0,821.0,9.0,0.96
2022-12-27,2022-12-26,Tuesday,2,12,12:00,2022-12-27 12:00,Chat,36.0,36.0,0.0,6.0,32400.0,900.0,16.0,0.86
2022-12-27,2022-12-26,Tuesday,2,13,13:00,2022-12-27 13:00,Chat,40.0,40.0,0.0,4.0,44640.0,1116.0,57.0,0.68
2022-12-27,2022-12-26,Tuesday,2,14,14:00,2022-12-27 14:00,Chat,45.0,44.0,1.0,4.0,50175.0,1115.0,66.0,0.73
2022-12-27,2022-12-26,Tuesday,2,15,15:00,2022-12-27 15:00,Chat,33.0,33.0,0.0,4.0,30393.0,921.0,14.0,0.91
2022-12-27,2022-12-26,Tuesday,2,16,16:00,2022-12-27 16:00,Chat,24.0,20.0,4.0,5.0,27000.0,1125.0,177.0,0.55
2022-12-28,2022-12-26,Wednesday,3,8,08:00,2022-12-28 08:00,Chat,2.0,2.0,0.0,0.0,3360.0,1680.0,8.0,1.0
2022-12-28,2022-12-26,Wednesday,3,9,09:00,2022-12-28 09:00,Chat,26.0,25.0,1.0,1.0,28262.0,1087.0,68.0,0.72
2022-12-28,2022-12-26,Wednesday,3,10,10:00,2022-12-28 10:00,Chat,27.0,27.0,0.0,0.0,20034.0,742.0,7.0,1.0
2022-12-28,2022-12-26,Wednesday,3,11,11:00,2022-12-28 11:00,Chat,40.0,40.0,0.0,0.0,40240.0,1006.0,7.0,1.0
2022-12-28,2022-12-26,Wednesday,3,12,12:00,2022-12-28 12:00,Chat,33.0,33.0,0.0,2.0,19371.0,587.0,25.0,0.88
2022-12-28,2022-12-26,Wednesday,3,13,13:00,2022-12-28 13:00,Chat,36.0,36.0,0.0,1.0,31356.0,871.0,24.0,0.86
2022-12-28,2022-12-26,Wednesday,3,14,14:00,2022-12-28 14:00,Chat,32.0,32.0,0.0,3.0,26432.0,826.0,18.0,0.88
2022-12-28,2022-12-26,Wednesday,3,15,15:00,2022-12-28 15:00,Chat,36.0,29.0,7.0,7.0,33120.0,920.0,199.0,0.59
2022-12-28,2022-12-26,Wednesday,3,16,16:00,2022-12-28 16:00,Chat,38.0,33.0,5.0,4.0,30742.0,809.0,108.0,0.36
2022-12-29,2022-12-26,Thursday,4,8,08:00,2022-12-29 08:00,Chat,12.0,12.0,0.0,1.0,10380.0,865.0,27.0,0.92
2022-12-29,2022-12-26,Thursday,4,9,09:00,2022-12-29 09:00,Chat,33.0,33.0,0.0,2.0,32637.0,989.0,14.0,0.91
2022-12-29,2022-12-26,Thursday,4,10,10:00,2022-12-29 10:00,Chat,43.0,43.0,0.0,1.0,40893.0,951.0,22.0,0.86
2022-12-29,2022-12-26,Thursday,4,11,11:00,2022-12-29 11:00,Chat,40.0,40.0,0.0,0.0,31600.0,790.0,6.0,1.0
2022-12-29,2022-12-26,Thursday,4,12,12:00,2022-12-29 12:00,Chat,36.0,34.0,2.0,5.0,42876.0,1191.0,34.0,0.85
2022-12-29,2022-12-26,Thursday,4,13,13:00,2022-12-29 13:00,Chat,37.0,37.0,0.0,2.0,31524.0,852.0,12.0,0.95
2022-12-29,2022-12-26,Thursday,4,14,14:00,2022-12-29 14:00,Chat,42.0,40.0,2.0,2.0,32676.0,778.0,16.0,0.93
2022-12-29,2022-12-26,Thursday,4,15,15:00,2022-12-29 15:00,Chat,36.0,34.0,2.0,5.0,27504.0,764.0,119.0,0.56
2022-12-29,2022-12-26,Thursday,4,16,16:00,2022-12-29 16:00,Chat,26.0,26.0,0.0,2.0,16068.0,618.0,10.0,0.96
